time_sk,submission_date,year,month,quarter,season,is_cold_month
633,2010-05-24,2010,5,2,Warm,0
634,2010-05-25,2010,5,2,Warm,0
635,2010-05-26,2010,5,2,Warm,0
636,2010-05-27,2010,5,2,Warm,0
637,2010-05-28,2010,5,2,Warm,0
638,2010-05-29,2010,5,2,Warm,0
639,2010-05-30,2010,5,2,Warm,0
640,2010-05-31,2010,5,2,Warm,0
641,2010-06-01,2010,6,2,Warm,0
642,2010-06-02,2010,6,2,Warm,0
643,2010-06-03,2010,6,2,Warm,0
644,2010-06-04,2010,6,2,Warm,0
645,2010-06-05,2010,6,2,Warm,0
646,2010-06-06,2010,6,2,Warm,0
647,2010-06-07,2010,6,2,Warm,0
648,2010-06-08,2010,6,2,Warm,0
649,2010-06-09,2010,6,2,Warm,0
650,2010-06-10,2010,6,2,Warm,0
651,2010-06-11,2010,6,2,Warm,0
652,2010-06-12,2010,6,2,Warm,0
653,2010-06-13,2010,6,2,Warm,0
654,2010-06-14,2010,6,2,Warm,0
655,2010-06-15,2010,6,2,Warm,0
656,2010-06-16,2010,6,2,Warm,0
657,2010-06-17,2010,6,2,Warm,0
658,2010-06-18,2010,6,2,Warm,0
659,2010-06-19,2010,6,2,Warm,0
660,2010-06-20,2010,6,2,Warm,0
661,2010-06-21,2010,6,2,Warm,0
662,2010-06-22,2010,6,2,Warm,0
663,2010-06-23,2010,6,2,Warm,0
664,2010-06-24,2010,6,2,Warm,0
665,2010-06-25,2010,6,2,Warm,0
666,2010-06-26,2010,6,2,Warm,0
667,2010-06-27,2010,6,2,Warm,0
668,2010-06-28,2010,6,2,Warm,0
669,2010-06-29,2010,6,2,Warm,0
670,2010-06-30,2010,6,2,Warm,0
671,2010-07-01,2010,7,3,Warm,0
672,2010-07-02,2010,7,3,Warm,0
673,2010-07-03,2010,7,3,Warm,0
674,2010-07-04,2010,7,3,Warm,0
675,2010-07-05,2010,7,3,Warm,0
676,2010-07-06,2010,7,3,Warm,0
677,2010-07-07,2010,7,3,Warm,0
678,2010-07-08,2010,7,3,Warm,0
679,2010-07-09,2010,7,3,Warm,0
680,2010-07-10,2010,7,3,Warm,0
681,2010-07-11,2010,7,3,Warm,0
682,2010-07-12,2010,7,3,Warm,0
683,2010-07-13,2010,7,3,Warm,0
684,2010-07-14,2010,7,3,Warm,0
685,2010-07-15,2010,7,3,Warm,0
686,2010-07-16,2010,7,3,Warm,0
687,2010-07-17,2010,7,3,Warm,0
688,2010-07-18,2010,7,3,Warm,0
689,2010-07-19,2010,7,3,Warm,0
690,2010-07-20,2010,7,3,Warm,0
691,2010-07-21,2010,7,3,Warm,0
692,2010-07-22,2010,7,3,Warm,0
693,2010-07-23,2010,7,3,Warm,0
694,2010-07-24,2010,7,3,Warm,0
695,2010-07-25,2010,7,3,Warm,0
696,2010-07-26,2010,7,3,Warm,0
697,2010-07-27,2010,7,3,Warm,0
698,2010-07-28,2010,7,3,Warm,0
699,2010-07-29,2010,7,3,Warm,0
700,2010-07-30,2010,7,3,Warm,0
701,2010-07-31,2010,7,3,Warm,0
702,2010-08-01,2010,8,3,Warm,0
703,2010-08-02,2010,8,3,Warm,0
704,2010-08-03,2010,8,3,Warm,0
705,2010-08-04,2010,8,3,Warm,0
706,2010-08-05,2010,8,3,Warm,0
707,2010-08-06,2010,8,3,Warm,0
708,2010-08-07,2010,8,3,Warm,0
709,2010-08-08,2010,8,3,Warm,0
710,2010-08-09,2010,8,3,Warm,0
711,2010-08-10,2010,8,3,Warm,0
712,2010-08-11,2010,8,3,Warm,0
713,2010-08-12,2010,8,3,Warm,0
714,2010-08-13,2010,8,3,Warm,0
715,2010-08-14,2010,8,3,Warm,0
716,2010-08-15,2010,8,3,Warm,0
717,2010-08-16,2010,8,3,Warm,0
718,2010-08-17,2010,8,3,Warm,0
719,2010-08-18,2010,8,3,Warm,0
720,2010-08-19,2010,8,3,Warm,0
721,2010-08-20,2010,8,3,Warm,0
722,2010-08-21,2010,8,3,Warm,0
723,2010-08-22,2010,8,3,Warm,0
724,2010-08-23,2010,8,3,Warm,0
725,2010-08-24,2010,8,3,Warm,0
726,2010-08-25,2010,8,3,Warm,0
727,2010-08-26,2010,8,3,Warm,0
728,2010-08-27,2010,8,3,Warm,0
729,2010-08-28,2010,8,3,Warm,0
730,2010-08-29,2010,8,3,Warm,0
731,2010-08-30,2010,8,3,Warm,0
732,2010-08-31,2010,8,3,Warm,0
733,2010-09-01,2010,9,3,Warm,0
734,2010-09-02,2010,9,3,Warm,0
735,2010-09-03,2010,9,3,Warm,0
736,2010-09-04,2010,9,3,Warm,0
737,2010-09-05,2010,9,3,Warm,0
738,2010-09-06,2010,9,3,Warm,0
739,2010-09-07,2010,9,3,Warm,0
740,2010-09-08,2010,9,3,Warm,0
741,2010-09-09,2010,9,3,Warm,0
742,2010-09-10,2010,9,3,Warm,0
743,2010-09-11,2010,9,3,Warm,0
744,2010-09-12,2010,9,3,Warm,0
745,2010-09-13,2010,9,3,Warm,0
746,2010-09-14,2010,9,3,Warm,0
747,2010-09-15,2010,9,3,Warm,0
748,2010-09-16,2010,9,3,Warm,0
749,2010-09-17,2010,9,3,Warm,0
750,2010-09-18,2010,9,3,Warm,0
751,2010-09-19,2010,9,3,Warm,0
752,2010-09-20,2010,9,3,Warm,0
753,2010-09-21,2010,9,3,Warm,0
754,2010-09-22,2010,9,3,Warm,0
755,2010-09-23,2010,9,3,Warm,0
756,2010-09-24,2010,9,3,Warm,0
757,2010-09-25,2010,9,3,Warm,0
758,2010-09-26,2010,9,3,Warm,0
759,2010-09-27,2010,9,3,Warm,0
760,2010-09-28,2010,9,3,Warm,0
761,2010-09-29,2010,9,3,Warm,0
762,2010-09-30,2010,9,3,Warm,0
763,2010-10-01,2010,10,4,Warm,0
764,2010-10-02,2010,10,4,Warm,0
765,2010-10-03,2010,10,4,Warm,0
766,2010-10-04,2010,10,4,Warm,0
767,2010-10-05,2010,10,4,Warm,0
768,2010-10-06,2010,10,4,Warm,0
769,2010-10-07,2010,10,4,Warm,0
770,2010-10-08,2010,10,4,Warm,0
771,2010-10-09,2010,10,4,Warm,0
772,2010-10-10,2010,10,4,Warm,0
773,2010-10-11,2010,10,4,Warm,0
774,2010-10-12,2010,10,4,Warm,0
775,2010-10-13,2010,10,4,Warm,0
776,2010-10-14,2010,10,4,Warm,0
777,2010-10-15,2010,10,4,Warm,0
778,2010-10-16,2010,10,4,Warm,0
779,2010-10-17,2010,10,4,Warm,0
780,2010-10-18,2010,10,4,Warm,0
781,2010-10-19,2010,10,4,Warm,0
782,2010-10-20,2010,10,4,Warm,0
783,2010-10-21,2010,10,4,Warm,0
784,2010-10-22,2010,10,4,Warm,0
785,2010-10-23,2010,10,4,Warm,0
786,2010-10-24,2010,10,4,Warm,0
787,2010-10-25,2010,10,4,Warm,0
788,2010-10-26,2010,10,4,Warm,0
789,2010-10-27,2010,10,4,Warm,0
790,2010-10-28,2010,10,4,Warm,0
791,2010-10-29,2010,10,4,Warm,0
792,2010-10-30,2010,10,4,Warm,0
793,2010-10-31,2010,10,4,Warm,0
794,2010-11-01,2010,11,4,Warm,0
795,2010-11-02,2010,11,4,Warm,0
796,2010-11-03,2010,11,4,Warm,0
797,2010-11-04,2010,11,4,Warm,0
798,2010-11-05,2010,11,4,Warm,0
799,2010-11-06,2010,11,4,Warm,0
800,2010-11-07,2010,11,4,Warm,0
801,2010-11-08,2010,11,4,Warm,0
802,2010-11-09,2010,11,4,Warm,0
803,2010-11-10,2010,11,4,Warm,0
804,2010-11-11,2010,11,4,Warm,0
805,2010-11-12,2010,11,4,Warm,0
806,2010-11-13,2010,11,4,Warm,0
807,2010-11-14,2010,11,4,Warm,0
808,2010-11-15,2010,11,4,Warm,0
809,2010-11-16,2010,11,4,Warm,0
810,2010-11-17,2010,11,4,Warm,0
811,2010-11-18,2010,11,4,Warm,0
812,2010-11-19,2010,11,4,Warm,0
813,2010-11-20,2010,11,4,Warm,0
814,2010-11-21,2010,11,4,Warm,0
815,2010-11-22,2010,11,4,Warm,0
816,2010-11-23,2010,11,4,Warm,0
817,2010-11-24,2010,11,4,Warm,0
818,2010-11-25,2010,11,4,Warm,0
819,2010-11-26,2010,11,4,Warm,0
820,2010-11-27,2010,11,4,Warm,0
821,2010-11-28,2010,11,4,Warm,0
822,2010-11-29,2010,11,4,Warm,0
823,2010-11-30,2010,11,4,Warm,0
824,2010-12-01,2010,12,4,Warm,0
825,2010-12-02,2010,12,4,Warm,0
826,2010-12-03,2010,12,4,Warm,0
827,2010-12-04,2010,12,4,Warm,0
828,2010-12-05,2010,12,4,Warm,0
829,2010-12-06,2010,12,4,Warm,0
830,2010-12-07,2010,12,4,Warm,0
831,2010-12-08,2010,12,4,Warm,0
832,2010-12-09,2010,12,4,Warm,0
833,2010-12-10,2010,12,4,Warm,0
834,2010-12-11,2010,12,4,Warm,0
835,2010-12-12,2010,12,4,Warm,0
836,2010-12-13,2010,12,4,Warm,0
837,2010-12-14,2010,12,4,Warm,0
838,2010-12-15,2010,12,4,Warm,0
839,2010-12-16,2010,12,4,Warm,0
840,2010-12-17,2010,12,4,Warm,0
841,2010-12-18,2010,12,4,Warm,0
842,2010-12-19,2010,12,4,Warm,0
843,2010-12-20,2010,12,4,Warm,0
844,2010-12-21,2010,12,4,Warm,0
845,2010-12-22,2010,12,4,Warm,0
846,2010-12-23,2010,12,4,Warm,0
847,2010-12-24,2010,12,4,Warm,0
848,2010-12-25,2010,12,4,Warm,0
849,2010-12-26,2010,12,4,Warm,0
850,2010-12-27,2010,12,4,Warm,0
851,2010-12-28,2010,12,4,Warm,0
852,2010-12-29,2010,12,4,Warm,0
853,2010-12-30,2010,12,4,Warm,0
854,2010-12-31,2010,12,4,Warm,0
855,2011-01-01,2011,1,1,Cold,1
856,2011-01-02,2011,1,1,Cold,1
857,2011-01-03,2011,1,1,Cold,1
858,2011-01-04,2011,1,1,Cold,1
859,2011-01-05,2011,1,1,Cold,1
860,2011-01-06,2011,1,1,Cold,1
861,2011-01-07,2011,1,1,Cold,1
862,2011-01-08,2011,1,1,Cold,1
863,2011-01-09,2011,1,1,Cold,1
864,2011-01-10,2011,1,1,Cold,1
865,2011-01-11,2011,1,1,Cold,1
866,2011-01-12,2011,1,1,Cold,1
867,2011-01-13,2011,1,1,Cold,1
868,2011-01-14,2011,1,1,Cold,1
869,2011-01-15,2011,1,1,Cold,1
870,2011-01-16,2011,1,1,Cold,1
871,2011-01-17,2011,1,1,Cold,1
872,2011-01-18,2011,1,1,Cold,1
873,2011-01-19,2011,1,1,Cold,1
874,2011-01-20,2011,1,1,Cold,1
875,2011-01-21,2011,1,1,Cold,1
876,2011-01-22,2011,1,1,Cold,1
877,2011-01-23,2011,1,1,Cold,1
878,2011-01-24,2011,1,1,Cold,1
879,2011-01-25,2011,1,1,Cold,1
880,2011-01-26,2011,1,1,Cold,1
881,2011-01-27,2011,1,1,Cold,1
882,2011-01-28,2011,1,1,Cold,1
883,2011-01-29,2011,1,1,Cold,1
884,2011-01-30,2011,1,1,Cold,1
885,2011-01-31,2011,1,1,Cold,1
886,2011-02-01,2011,2,1,Cold,1
887,2011-02-02,2011,2,1,Cold,1
888,2011-02-03,2011,2,1,Cold,1
889,2011-02-04,2011,2,1,Cold,1
890,2011-02-05,2011,2,1,Cold,1
891,2011-02-06,2011,2,1,Cold,1
892,2011-02-07,2011,2,1,Cold,1
893,2011-02-08,2011,2,1,Cold,1
894,2011-02-09,2011,2,1,Cold,1
895,2011-02-10,2011,2,1,Cold,1
896,2011-02-11,2011,2,1,Cold,1
897,2011-02-12,2011,2,1,Cold,1
898,2011-02-13,2011,2,1,Cold,1
899,2011-02-14,2011,2,1,Cold,1
900,2011-02-15,2011,2,1,Cold,1
901,2011-02-16,2011,2,1,Cold,1
902,2011-02-17,2011,2,1,Cold,1
903,2011-02-18,2011,2,1,Cold,1
904,2011-02-19,2011,2,1,Cold,1
905,2011-02-20,2011,2,1,Cold,1
906,2011-02-21,2011,2,1,Cold,1
907,2011-02-22,2011,2,1,Cold,1
908,2011-02-23,2011,2,1,Cold,1
909,2011-02-24,2011,2,1,Cold,1
910,2011-02-25,2011,2,1,Cold,1
911,2011-02-26,2011,2,1,Cold,1
912,2011-02-27,2011,2,1,Cold,1
913,2011-02-28,2011,2,1,Cold,1
914,2011-03-01,2011,3,1,Cold,1
915,2011-03-02,2011,3,1,Cold,1
916,2011-03-03,2011,3,1,Cold,1
917,2011-03-04,2011,3,1,Cold,1
918,2011-03-05,2011,3,1,Cold,1
919,2011-03-06,2011,3,1,Cold,1
920,2011-03-07,2011,3,1,Cold,1
921,2011-03-08,2011,3,1,Cold,1
922,2011-03-09,2011,3,1,Cold,1
923,2011-03-10,2011,3,1,Cold,1
924,2011-03-11,2011,3,1,Cold,1
925,2011-03-12,2011,3,1,Cold,1
926,2011-03-13,2011,3,1,Cold,1
927,2011-03-14,2011,3,1,Cold,1
928,2011-03-15,2011,3,1,Cold,1
929,2011-03-16,2011,3,1,Cold,1
930,2011-03-17,2011,3,1,Cold,1
931,2011-03-18,2011,3,1,Cold,1
932,2011-03-19,2011,3,1,Cold,1
933,2011-03-20,2011,3,1,Cold,1
934,2011-03-21,2011,3,1,Cold,1
935,2011-03-22,2011,3,1,Cold,1
936,2011-03-23,2011,3,1,Cold,1
937,2011-03-24,2011,3,1,Cold,1
938,2011-03-25,2011,3,1,Cold,1
939,2011-03-26,2011,3,1,Cold,1
940,2011-03-27,2011,3,1,Cold,1
941,2011-03-28,2011,3,1,Cold,1
942,2011-03-29,2011,3,1,Cold,1
943,2011-03-30,2011,3,1,Cold,1
944,2011-03-31,2011,3,1,Cold,1
945,2011-04-01,2011,4,2,Cold,1
946,2011-04-02,2011,4,2,Cold,1
947,2011-04-03,2011,4,2,Cold,1
948,2011-04-04,2011,4,2,Cold,1
949,2011-04-05,2011,4,2,Cold,1
950,2011-04-06,2011,4,2,Cold,1
951,2011-04-07,2011,4,2,Cold,1
952,2011-04-08,2011,4,2,Cold,1
953,2011-04-09,2011,4,2,Cold,1
954,2011-04-10,2011,4,2,Cold,1
955,2011-04-11,2011,4,2,Cold,1
956,2011-04-12,2011,4,2,Cold,1
957,2011-04-13,2011,4,2,Cold,1
958,2011-04-14,2011,4,2,Cold,1
959,2011-04-15,2011,4,2,Cold,1
960,2011-04-16,2011,4,2,Cold,1
961,2011-04-17,2011,4,2,Cold,1
962,2011-04-18,2011,4,2,Cold,1
963,2011-04-19,2011,4,2,Cold,1
964,2011-04-20,2011,4,2,Cold,1
965,2011-04-21,2011,4,2,Cold,1
966,2011-04-22,2011,4,2,Cold,1
967,2011-04-23,2011,4,2,Cold,1
968,2011-04-24,2011,4,2,Cold,1
969,2011-04-25,2011,4,2,Cold,1
970,2011-04-26,2011,4,2,Cold,1
971,2011-04-27,2011,4,2,Cold,1
972,2011-04-28,2011,4,2,Cold,1
973,2011-04-29,2011,4,2,Cold,1
974,2011-04-30,2011,4,2,Cold,1
975,2011-05-01,2011,5,2,Warm,0
976,2011-05-02,2011,5,2,Warm,0
977,2011-05-03,2011,5,2,Warm,0
978,2011-05-04,2011,5,2,Warm,0
979,2011-05-05,2011,5,2,Warm,0
980,2011-05-06,2011,5,2,Warm,0
981,2011-05-07,2011,5,2,Warm,0
982,2011-05-08,2011,5,2,Warm,0
983,2011-05-09,2011,5,2,Warm,0
984,2011-05-10,2011,5,2,Warm,0
985,2011-05-11,2011,5,2,Warm,0
986,2011-05-12,2011,5,2,Warm,0
987,2011-05-13,2011,5,2,Warm,0
988,2011-05-14,2011,5,2,Warm,0
989,2011-05-15,2011,5,2,Warm,0
990,2011-05-16,2011,5,2,Warm,0
991,2011-05-17,2011,5,2,Warm,0
992,2011-05-18,2011,5,2,Warm,0
993,2011-05-19,2011,5,2,Warm,0
994,2011-05-20,2011,5,2,Warm,0
995,2011-05-21,2011,5,2,Warm,0
996,2011-05-22,2011,5,2,Warm,0
997,2011-05-23,2011,5,2,Warm,0
998,2011-05-24,2011,5,2,Warm,0
999,2011-05-25,2011,5,2,Warm,0
1000,2011-05-26,2011,5,2,Warm,0
1001,2011-05-27,2011,5,2,Warm,0
1002,2011-05-28,2011,5,2,Warm,0
1003,2011-05-29,2011,5,2,Warm,0
1004,2011-05-30,2011,5,2,Warm,0
1005,2011-05-31,2011,5,2,Warm,0
1006,2011-06-01,2011,6,2,Warm,0
1007,2011-06-02,2011,6,2,Warm,0
1008,2011-06-03,2011,6,2,Warm,0
1009,2011-06-04,2011,6,2,Warm,0
1010,2011-06-05,2011,6,2,Warm,0
1011,2011-06-06,2011,6,2,Warm,0
1012,2011-06-07,2011,6,2,Warm,0
1013,2011-06-08,2011,6,2,Warm,0
1014,2011-06-09,2011,6,2,Warm,0
1015,2011-06-10,2011,6,2,Warm,0
1016,2011-06-11,2011,6,2,Warm,0
1017,2011-06-12,2011,6,2,Warm,0
1018,2011-06-13,2011,6,2,Warm,0
1019,2011-06-14,2011,6,2,Warm,0
1020,2011-06-15,2011,6,2,Warm,0
1021,2011-06-16,2011,6,2,Warm,0
1022,2011-06-17,2011,6,2,Warm,0
1023,2011-06-18,2011,6,2,Warm,0
1024,2011-06-19,2011,6,2,Warm,0
1025,2011-06-20,2011,6,2,Warm,0
1026,2011-06-21,2011,6,2,Warm,0
1027,2011-06-22,2011,6,2,Warm,0
1028,2011-06-23,2011,6,2,Warm,0
1029,2011-06-24,2011,6,2,Warm,0
1030,2011-06-25,2011,6,2,Warm,0
1031,2011-06-26,2011,6,2,Warm,0
1032,2011-06-27,2011,6,2,Warm,0
1033,2011-06-28,2011,6,2,Warm,0
1034,2011-06-29,2011,6,2,Warm,0
1035,2011-06-30,2011,6,2,Warm,0
1036,2011-07-01,2011,7,3,Warm,0
1037,2011-07-02,2011,7,3,Warm,0
1038,2011-07-03,2011,7,3,Warm,0
1039,2011-07-04,2011,7,3,Warm,0
1040,2011-07-05,2011,7,3,Warm,0
1041,2011-07-06,2011,7,3,Warm,0
1042,2011-07-07,2011,7,3,Warm,0
1043,2011-07-08,2011,7,3,Warm,0
1044,2011-07-09,2011,7,3,Warm,0
1045,2011-07-10,2011,7,3,Warm,0
1046,2011-07-11,2011,7,3,Warm,0
1047,2011-07-12,2011,7,3,Warm,0
1048,2011-07-13,2011,7,3,Warm,0
1049,2011-07-14,2011,7,3,Warm,0
1050,2011-07-15,2011,7,3,Warm,0
1051,2011-07-16,2011,7,3,Warm,0
1052,2011-07-17,2011,7,3,Warm,0
1053,2011-07-18,2011,7,3,Warm,0
1054,2011-07-19,2011,7,3,Warm,0
1055,2011-07-20,2011,7,3,Warm,0
1056,2011-07-21,2011,7,3,Warm,0
1057,2011-07-22,2011,7,3,Warm,0
1058,2011-07-23,2011,7,3,Warm,0
1059,2011-07-24,2011,7,3,Warm,0
1060,2011-07-25,2011,7,3,Warm,0
1061,2011-07-26,2011,7,3,Warm,0
1062,2011-07-27,2011,7,3,Warm,0
1063,2011-07-28,2011,7,3,Warm,0
1064,2011-07-29,2011,7,3,Warm,0
1065,2011-07-30,2011,7,3,Warm,0
1066,2011-07-31,2011,7,3,Warm,0
1067,2011-08-01,2011,8,3,Warm,0
1068,2011-08-02,2011,8,3,Warm,0
1069,2011-08-03,2011,8,3,Warm,0
1070,2011-08-04,2011,8,3,Warm,0
1071,2011-08-05,2011,8,3,Warm,0
1072,2011-08-06,2011,8,3,Warm,0
1073,2011-08-07,2011,8,3,Warm,0
1074,2011-08-08,2011,8,3,Warm,0
1075,2011-08-09,2011,8,3,Warm,0
1076,2011-08-10,2011,8,3,Warm,0
1077,2011-08-11,2011,8,3,Warm,0
1078,2011-08-12,2011,8,3,Warm,0
1079,2011-08-13,2011,8,3,Warm,0
1080,2011-08-14,2011,8,3,Warm,0
1081,2011-08-15,2011,8,3,Warm,0
1082,2011-08-16,2011,8,3,Warm,0
1083,2011-08-17,2011,8,3,Warm,0
1084,2011-08-18,2011,8,3,Warm,0
1085,2011-08-19,2011,8,3,Warm,0
1086,2011-08-20,2011,8,3,Warm,0
1087,2011-08-21,2011,8,3,Warm,0
1088,2011-08-22,2011,8,3,Warm,0
1089,2011-08-23,2011,8,3,Warm,0
1090,2011-08-24,2011,8,3,Warm,0
1091,2011-08-25,2011,8,3,Warm,0
1092,2011-08-26,2011,8,3,Warm,0
1093,2011-08-27,2011,8,3,Warm,0
1094,2011-08-28,2011,8,3,Warm,0
1095,2011-08-29,2011,8,3,Warm,0
1096,2011-08-30,2011,8,3,Warm,0
1097,2011-08-31,2011,8,3,Warm,0
1098,2011-09-01,2011,9,3,Warm,0
1099,2011-09-02,2011,9,3,Warm,0
1100,2011-09-03,2011,9,3,Warm,0
1101,2011-09-04,2011,9,3,Warm,0
1102,2011-09-05,2011,9,3,Warm,0
1103,2011-09-06,2011,9,3,Warm,0
1104,2011-09-07,2011,9,3,Warm,0
1105,2011-09-08,2011,9,3,Warm,0
1106,2011-09-09,2011,9,3,Warm,0
1107,2011-09-10,2011,9,3,Warm,0
1108,2011-09-11,2011,9,3,Warm,0
1109,2011-09-12,2011,9,3,Warm,0
1110,2011-09-13,2011,9,3,Warm,0
1111,2011-09-14,2011,9,3,Warm,0
1112,2011-09-15,2011,9,3,Warm,0
1113,2011-09-16,2011,9,3,Warm,0
1114,2011-09-17,2011,9,3,Warm,0
1115,2011-09-18,2011,9,3,Warm,0
1116,2011-09-19,2011,9,3,Warm,0
1117,2011-09-20,2011,9,3,Warm,0
1118,2011-09-21,2011,9,3,Warm,0
1119,2011-09-22,2011,9,3,Warm,0
1120,2011-09-23,2011,9,3,Warm,0
1121,2011-09-24,2011,9,3,Warm,0
1122,2011-09-25,2011,9,3,Warm,0
1123,2011-09-26,2011,9,3,Warm,0
1124,2011-09-27,2011,9,3,Warm,0
1125,2011-09-28,2011,9,3,Warm,0
1126,2011-09-29,2011,9,3,Warm,0
1127,2011-09-30,2011,9,3,Warm,0
1128,2011-10-01,2011,10,4,Warm,0
1129,2011-10-02,2011,10,4,Warm,0
1130,2011-10-03,2011,10,4,Warm,0
1131,2011-10-04,2011,10,4,Warm,0
1132,2011-10-05,2011,10,4,Warm,0
1133,2011-10-06,2011,10,4,Warm,0
1134,2011-10-07,2011,10,4,Warm,0
1135,2011-10-08,2011,10,4,Warm,0
1136,2011-10-09,2011,10,4,Warm,0
1137,2011-10-10,2011,10,4,Warm,0
1138,2011-10-11,2011,10,4,Warm,0
1139,2011-10-12,2011,10,4,Warm,0
1140,2011-10-13,2011,10,4,Warm,0
1141,2011-10-14,2011,10,4,Warm,0
1142,2011-10-15,2011,10,4,Warm,0
1143,2011-10-16,2011,10,4,Warm,0
1144,2011-10-17,2011,10,4,Warm,0
1145,2011-10-18,2011,10,4,Warm,0
1146,2011-10-19,2011,10,4,Warm,0
1147,2011-10-20,2011,10,4,Warm,0
1148,2011-10-21,2011,10,4,Warm,0
1149,2011-10-22,2011,10,4,Warm,0
1150,2011-10-23,2011,10,4,Warm,0
1151,2011-10-24,2011,10,4,Warm,0
1152,2011-10-25,2011,10,4,Warm,0
1153,2011-10-26,2011,10,4,Warm,0
1154,2011-10-27,2011,10,4,Warm,0
1155,2011-10-28,2011,10,4,Warm,0
1156,2011-10-29,2011,10,4,Warm,0
1157,2011-10-30,2011,10,4,Warm,0
1158,2011-10-31,2011,10,4,Warm,0
1159,2011-11-01,2011,11,4,Warm,0
1160,2011-11-02,2011,11,4,Warm,0
1161,2011-11-03,2011,11,4,Warm,0
1162,2011-11-04,2011,11,4,Warm,0
1163,2011-11-05,2011,11,4,Warm,0
1164,2011-11-06,2011,11,4,Warm,0
1165,2011-11-07,2011,11,4,Warm,0
1166,2011-11-08,2011,11,4,Warm,0
1167,2011-11-09,2011,11,4,Warm,0
1168,2011-11-10,2011,11,4,Warm,0
1169,2011-11-11,2011,11,4,Warm,0
1170,2011-11-12,2011,11,4,Warm,0
1171,2011-11-13,2011,11,4,Warm,0
1172,2011-11-14,2011,11,4,Warm,0
1173,2011-11-15,2011,11,4,Warm,0
1174,2011-11-16,2011,11,4,Warm,0
1175,2011-11-17,2011,11,4,Warm,0
1176,2011-11-18,2011,11,4,Warm,0
1177,2011-11-19,2011,11,4,Warm,0
1178,2011-11-20,2011,11,4,Warm,0
1179,2011-11-21,2011,11,4,Warm,0
1180,2011-11-22,2011,11,4,Warm,0
1181,2011-11-23,2011,11,4,Warm,0
1182,2011-11-24,2011,11,4,Warm,0
1183,2011-11-25,2011,11,4,Warm,0
1184,2011-11-26,2011,11,4,Warm,0
1185,2011-11-27,2011,11,4,Warm,0
1186,2011-11-28,2011,11,4,Warm,0
1187,2011-11-29,2011,11,4,Warm,0
1188,2011-11-30,2011,11,4,Warm,0
1189,2011-12-01,2011,12,4,Warm,0
1190,2011-12-02,2011,12,4,Warm,0
1191,2011-12-03,2011,12,4,Warm,0
1192,2011-12-04,2011,12,4,Warm,0
1193,2011-12-05,2011,12,4,Warm,0
1194,2011-12-06,2011,12,4,Warm,0
1195,2011-12-07,2011,12,4,Warm,0
1196,2011-12-08,2011,12,4,Warm,0
1197,2011-12-09,2011,12,4,Warm,0
1198,2011-12-10,2011,12,4,Warm,0
1199,2011-12-11,2011,12,4,Warm,0
1200,2011-12-12,2011,12,4,Warm,0
1201,2011-12-13,2011,12,4,Warm,0
1202,2011-12-14,2011,12,4,Warm,0
1203,2011-12-15,2011,12,4,Warm,0
1204,2011-12-16,2011,12,4,Warm,0
1205,2011-12-17,2011,12,4,Warm,0
1206,2011-12-18,2011,12,4,Warm,0
1207,2011-12-19,2011,12,4,Warm,0
1208,2011-12-20,2011,12,4,Warm,0
1209,2011-12-21,2011,12,4,Warm,0
1210,2011-12-22,2011,12,4,Warm,0
1211,2011-12-23,2011,12,4,Warm,0
1212,2011-12-24,2011,12,4,Warm,0
1213,2011-12-25,2011,12,4,Warm,0
1214,2011-12-26,2011,12,4,Warm,0
1215,2011-12-27,2011,12,4,Warm,0
1216,2011-12-28,2011,12,4,Warm,0
1217,2011-12-29,2011,12,4,Warm,0
1218,2011-12-30,2011,12,4,Warm,0
1219,2011-12-31,2011,12,4,Warm,0
1220,2012-01-01,2012,1,1,Cold,1
1221,2012-01-02,2012,1,1,Cold,1
1222,2012-01-03,2012,1,1,Cold,1
1223,2012-01-04,2012,1,1,Cold,1
1224,2012-01-05,2012,1,1,Cold,1
1225,2012-01-06,2012,1,1,Cold,1
1226,2012-01-07,2012,1,1,Cold,1
1227,2012-01-08,2012,1,1,Cold,1
1228,2012-01-09,2012,1,1,Cold,1
1229,2012-01-10,2012,1,1,Cold,1
1230,2012-01-11,2012,1,1,Cold,1
1231,2012-01-12,2012,1,1,Cold,1
1232,2012-01-13,2012,1,1,Cold,1
1233,2012-01-14,2012,1,1,Cold,1
1234,2012-01-15,2012,1,1,Cold,1
1235,2012-01-16,2012,1,1,Cold,1
1236,2012-01-17,2012,1,1,Cold,1
1237,2012-01-18,2012,1,1,Cold,1
1238,2012-01-19,2012,1,1,Cold,1
1239,2012-01-20,2012,1,1,Cold,1
1240,2012-01-21,2012,1,1,Cold,1
1241,2012-01-22,2012,1,1,Cold,1
1242,2012-01-23,2012,1,1,Cold,1
1243,2012-01-24,2012,1,1,Cold,1
1244,2012-01-25,2012,1,1,Cold,1
1245,2012-01-26,2012,1,1,Cold,1
1246,2012-01-27,2012,1,1,Cold,1
1247,2012-01-28,2012,1,1,Cold,1
1248,2012-01-29,2012,1,1,Cold,1
1249,2012-01-30,2012,1,1,Cold,1
1250,2012-01-31,2012,1,1,Cold,1
1251,2012-02-01,2012,2,1,Cold,1
1252,2012-02-02,2012,2,1,Cold,1
1253,2012-02-03,2012,2,1,Cold,1
1254,2012-02-04,2012,2,1,Cold,1
1255,2012-02-05,2012,2,1,Cold,1
