author_id,skin_tone,eye_color,skin_type,hair_color
28254090932,fairLight,brown,normal,blonde
2258393190,lightMedium,brown,oily,brown
5434994643,fair,brown,combination,brown
8364868180,lightMedium,brown,normal,brown
27027422393,lightMedium,green,combination,blonde
6112437451,mediumTan,brown,combination,black
5954452268,light,brown,dry,black
6750723908,light,blue,dry,brown
1600828725,mediumTan,brown,normal,brown
26528932644,fair,green,combination,red
2815595508,lightMedium,brown,normal,brown
1383672592,,,,
10804493517,mediumTan,brown,normal,brown
8748789061,medium,brown,oily,brown
9413714076,mediumTan,brown,combination,black
10885473375,medium,brown,normal,black
21536982655,light,brown,oily,black
21200631904,rich,brown,oily,black
12521284154,fairLight,hazel,combination,brown
5206995328,medium,brown,combination,brown
13066024231,light,brown,combination,blonde
7301209790,lightMedium,hazel,combination,brown
11883043750,light,blue,combination,brown
23780075323,lightMedium,brown,combination,black
26381675903,lightMedium,blue,combination,blonde
24894864854,fair,,combination,
8261119682,fair,brown,normal,brown
1320705261,fair,brown,normal,black
1767642543,fair,blue,combination,red
5346908240,lightMedium,green,combination,brown
22993811718,fairLight,brown,combination,brown
1783165254,fair,brown,combination,brown
2853039687,mediumTan,brown,dry,brown
1727564238,deep,brown,oily,black
12700588057,light,brown,combination,black
22577327491,medium,brown,combination,brown
23674198400,light,blue,combination,black
24137260938,fair,brown,combination,brown
1764513807,lightMedium,brown,normal,black
5107710670,fair,blue,normal,brown
1445162856,lightMedium,brown,normal,brown
26332844770,mediumTan,brown,oily,brown
12990104008,lightMedium,hazel,combination,brown
6034312741,light,green,combination,blonde
5260211202,,,,
23568110250,rich,brown,combination,black
5157551468,light,brown,oily,brown
12852171749,lightMedium,brown,oily,auburn
26106764617,medium,brown,combination,brown
7155410440,mediumTan,brown,combination,black
7440288130,lightMedium,hazel,combination,brown
7045697696,fair,green,oily,brown
6814873257,mediumTan,brown,combination,brown
5814583562,light,brown,combination,black
9265873372,light,brown,combination,black
2593841409,medium,hazel,oily,black
1907987675,lightMedium,brown,combination,brown
22388324643,light,green,oily,blonde
23325747853,lightMedium,brown,oily,black
1063214831,fair,green,oily,blonde
1202632914,lightMedium,hazel,combination,auburn
8156305477,medium,brown,oily,black
10767731506,medium,hazel,combination,brown
25408644400,fairLight,brown,normal,brown
7518498609,medium,brown,combination,brown
1308373705,lightMedium,hazel,combination,brown
23032675508,light,brown,combination,brown
21536891011,fair,green,dry,brown
22141473251,lightMedium,brown,combination,brown
10188822541,lightMedium,brown,oily,brown
10412881085,light,green,combination,blonde
11902245673,light,brown,combination,brown
2025983681,light,brown,oily,black
5313909494,rich,brown,combination,brown
7992220851,light,brown,combination,black
6816777579,lightMedium,brown,combination,brown
6992754854,fair,brown,dry,brown
23245917202,lightMedium,green,combination,brown
5502934669,lightMedium,brown,normal,brown
21579980313,light,blue,combination,brown
24784798060,light,hazel,combination,brown
9231361220,fair,blue,combination,blonde
11931474542,medium,brown,combination,auburn
5247678773,medium,brown,oily,brown
23951205855,light,brown,normal,brown
1389062391,lightMedium,brown,oily,brown
2146835065,light,brown,oily,brown
1517257600,mediumTan,brown,combination,brown
21299403147,fair,brown,dry,black
910274347,light,hazel,normal,blonde
5148731885,tan,brown,normal,black
7200122340,light,brown,oily,brown
7399696929,medium,brown,dry,black
10412917532,fair,brown,dry,brown
5306063362,fair,brown,combination,blonde
6535035779,light,green,normal,auburn
12524792791,deep,brown,oily,black
10843735134,mediumTan,brown,combination,brown
2447844057,fair,green,normal,blonde
8503026144,light,green,combination,blonde
5086998488,mediumTan,brown,combination,black
2216932686,mediumTan,brown,oily,black
1821601842,fair,hazel,combination,auburn
673468280,lightMedium,green,combination,blonde
5773876217,medium,brown,combination,black
12066436983,light,blue,combination,brown
11381508328,fair,brown,combination,brown
6408785629,medium,brown,dry,black
11636956988,fair,hazel,combination,blonde
1378525943,lightMedium,green,combination,blonde
2258388762,fair,brown,dry,brown
2311201567,lightMedium,brown,combination,brown
5242186416,fair,green,combination,brown
5159753712,light,blue,oily,brown
2640195484,lightMedium,hazel,combination,brown
5505186477,light,blue,combination,blonde
10885475862,fair,hazel,combination,black
1401397144,light,blue,combination,blonde
5368010595,fair,blue,combination,blonde
10586069537,light,,combination,
21760197840,fair,brown,combination,black
560068450,mediumTan,brown,normal,auburn
11925486429,mediumTan,brown,normal,black
22089159740,lightMedium,brown,normal,brown
5538158066,mediumTan,brown,combination,brown
23794387779,light,green,oily,blonde
12750891447,fair,blue,normal,blonde
1315809225,mediumTan,blue,dry,black
7646289694,mediumTan,brown,oily,brown
11333929399,lightMedium,green,combination,blonde
1075871018,light,hazel,combination,brown
22989635305,fairLight,brown,combination,brown
6707782223,lightMedium,brown,oily,brown
1856328810,lightMedium,blue,combination,blonde
5678491677,light,green,combination,blonde
22323388511,lightMedium,brown,normal,brown
23101120826,mediumTan,brown,oily,black
9292381630,fair,brown,oily,black
1316189611,light,brown,oily,brown
7595972430,light,brown,combination,brown
2132900663,fair,blue,combination,auburn
8944002470,lightMedium,brown,oily,blonde
2183270999,fair,blue,normal,blonde
8578242220,lightMedium,brown,combination,brown
1814641392,fair,blue,combination,brown
11831405847,light,green,dry,brown
6990119753,fair,Grey,oily,blonde
5548471209,lightMedium,brown,dry,brown
1657654065,lightMedium,brown,combination,brown
5716343280,mediumTan,hazel,combination,brown
9169949538,fair,hazel,oily,black
1327972230,lightMedium,hazel,combination,blonde
6972830185,lightMedium,brown,combination,black
2732092683,light,brown,normal,brown
6351664801,medium,brown,dry,brown
8379347290,light,blue,combination,brown
5834751779,fair,Grey,oily,brown
5506040654,light,blue,oily,black
10665249542,fair,blue,oily,brown
10394060422,fairLight,brown,normal,black
5188709521,light,blue,combination,blonde
2413149799,lightMedium,brown,combination,brown
7490041700,light,brown,normal,brown
7634135581,fair,brown,oily,blonde
8807745457,lightMedium,brown,oily,brown
11024421101,fair,hazel,oily,black
9388243036,tan,brown,oily,black
6021053457,fairLight,brown,combination,brown
21453149520,fair,brown,normal,black
6271190673,light,brown,oily,brown
7749808236,light,brown,oily,black
6353872418,lightMedium,green,oily,brown
11111237510,light,green,normal,blonde
20687134936,lightMedium,brown,combination,black
1406581342,light,blue,combination,blonde
10051854918,fair,brown,combination,black
10200097454,lightMedium,brown,combination,brown
1893905659,medium,brown,combination,blonde
2053022356,fair,green,combination,blonde
2001422312,light,brown,combination,brown
7742368484,medium,brown,combination,brown
7680062993,lightMedium,green,combination,brown
5995029079,light,brown,oily,black
22781755788,medium,blue,combination,brown
5749275261,fair,brown,combination,black
6650421645,light,brown,combination,black
1665886863,lightMedium,brown,combination,brown
11225173683,fair,blue,combination,red
1872218328,fair,brown,combination,brown
22672072032,deep,brown,combination,brown
2068963852,light,brown,combination,brown
5961420368,mediumTan,brown,combination,brown
2778370596,fair,blue,combination,blonde
11868910273,fairLight,Grey,oily,blonde
8976766537,mediumTan,hazel,normal,black
8765166389,tan,brown,oily,black
5090284205,light,green,normal,brown
2193425753,lightMedium,brown,normal,black
6647984484,light,blue,combination,blonde
1117297994,fair,green,dry,brown
21502396555,fairLight,hazel,combination,brown
1754412908,mediumTan,brown,combination,brown
12992170772,lightMedium,brown,combination,blonde
10284449869,fair,blue,oily,blonde
5607599848,light,green,combination,blonde
10225529042,lightMedium,brown,normal,black
21379760405,lightMedium,brown,normal,brown
1741594812,light,brown,combination,blonde
6863778354,fair,brown,oily,black
1407286406,deep,brown,oily,black
7595980273,fair,blue,combination,blonde
6183963799,fair,green,combination,brown
11139545304,light,brown,combination,black
6222553755,lightMedium,brown,combination,black
5207944189,tan,brown,oily,black
923940381,light,hazel,combination,blonde
12380180677,fair,brown,combination,black
2479252128,mediumTan,hazel,combination,brown
9510336183,fairLight,blue,combination,brown
6300807943,light,brown,normal,brown
11034541114,fairLight,hazel,oily,black
5829057411,lightMedium,hazel,oily,blonde
8844638946,fair,blue,normal,brown
22353242808,fair,blue,combination,blonde
5057726885,fair,green,oily,blonde
5856282723,fairLight,blue,oily,blonde
5214824139,lightMedium,hazel,oily,brown
2263671514,light,brown,combination,brown
6350623144,mediumTan,brown,oily,black
7567133385,fair,blue,dry,brown
5138848297,medium,blue,oily,blonde
5276895350,fairLight,blue,oily,auburn
21400188907,light,brown,dry,black
11885381600,lightMedium,brown,normal,brown
6324626947,light,blue,combination,blonde
6755226920,medium,brown,combination,black
6649507712,lightMedium,brown,combination,black
10892788560,fair,brown,dry,blonde
12719661741,lightMedium,green,oily,brown
7050431069,fair,brown,combination,brown
5922030934,tan,brown,combination,brown
5502748704,fair,brown,normal,brown
21667457546,light,brown,combination,brown
8126124387,fair,brown,dry,black
11203173229,light,brown,combination,black
12481402390,fair,green,combination,black
1726912859,lightMedium,blue,combination,blonde
1895162805,light,blue,combination,brown
2446771437,fair,blue,combination,blonde
5474630274,mediumTan,brown,oily,brown
20107324396,light,blue,combination,brown
10742092374,light,blue,combination,blonde
5213044461,light,green,dry,brown
1568090656,mediumTan,brown,dry,blonde
5625720496,fair,hazel,combination,blonde
1374913395,mediumTan,,combination,
2716965020,lightMedium,hazel,combination,brown
1238428492,lightMedium,blue,combination,blonde
21440920166,fair,brown,combination,brown
2696951155,lightMedium,green,dry,brown
1541389660,lightMedium,blue,dry,brown
5202102818,light,green,combination,brown
9134971941,lightMedium,blue,combination,blonde
2241874448,lightMedium,brown,combination,brown
2059255546,light,green,oily,blonde
6297407851,lightMedium,green,combination,brown
7507381584,light,brown,combination,brown
1615226851,tan,brown,dry,black
21361165290,mediumTan,hazel,combination,blonde
10688674617,fairLight,brown,combination,brown
10641777368,light,brown,oily,black
2529963085,lightMedium,blue,combination,brown
7377030346,mediumTan,brown,combination,black
5864091325,light,green,normal,blonde
8071015232,medium,brown,oily,black
1875894808,mediumTan,brown,combination,brown
1003635740,mediumTan,brown,oily,brown
6209655766,fair,blue,combination,brown
1464680322,lightMedium,brown,combination,brown
11450171468,light,hazel,combination,brown
8676376252,light,hazel,combination,brown
8942655588,medium,brown,combination,brown
1994060459,mediumTan,brown,combination,brown
5549993147,fair,green,combination,red
5655289459,fairLight,,combination,
5095187325,medium,brown,oily,brown
9304002809,light,blue,oily,brown
2565142174,mediumTan,brown,combination,brown
11922661967,light,,combination,brown
9359019466,fair,blue,combination,brown
7448437844,light,green,combination,auburn
5536627319,mediumTan,brown,combination,black
2461818645,tan,brown,combination,black
6709270708,mediumTan,brown,oily,brown
21209519715,mediumTan,brown,oily,brown
11007467949,mediumTan,brown,combination,brown
20317190261,medium,brown,combination,black
9457008574,lightMedium,brown,normal,brown
9313787787,tan,brown,combination,black
1461168778,fair,brown,combination,black
2542410501,mediumTan,hazel,dry,brown
6280302229,light,brown,combination,brown
8160044172,light,green,combination,blonde
9359036611,light,brown,combination,blonde
10135191909,mediumTan,brown,combination,black
7519128303,medium,blue,combination,brown
5723018094,light,brown,combination,black
7428345066,fairLight,blue,combination,blonde
5809841782,fair,Grey,oily,black
6863115798,fairLight,blue,combination,red
2278782276,fairLight,hazel,combination,blonde
6842396279,fair,blue,combination,blonde
7252724465,lightMedium,brown,combination,brown
6131391347,fair,green,combination,brown
2634144255,light,blue,combination,brown
9213237668,fair,blue,oily,brown
9702176160,fair,green,combination,black
2348265542,mediumTan,brown,combination,brown
6021059691,medium,brown,dry,brown
1664347599,light,brown,combination,brown
12904314448,mediumTan,brown,combination,black
20240935657,light,brown,oily,brown
6474361551,fair,green,combination,brown
12601065993,fair,brown,combination,brown
1603634282,mediumTan,brown,combination,brown
5506713786,light,brown,combination,brown
6970677777,light,hazel,combination,brown
7669553961,lightMedium,hazel,combination,brown
2549983266,light,hazel,combination,brown
10544310016,light,green,combination,brown
2580009730,light,blue,combination,brown
5297192987,light,hazel,combination,blonde
11499329278,fairLight,blue,dry,blonde
5306064131,fair,hazel,combination,blonde
12361693658,fairLight,blue,oily,red
1206452468,fair,green,combination,blonde
9220311376,lightMedium,blue,dry,blonde
2333896940,light,brown,combination,brown
2774608854,medium,brown,oily,black
2116791059,tan,brown,combination,black
9966228836,light,brown,combination,brown
5576603538,lightMedium,brown,combination,brown
7553835563,lightMedium,brown,combination,black
1772815065,fair,brown,normal,red
7009989974,fairLight,hazel,combination,brown
1612300114,mediumTan,blue,normal,brown
8245878961,medium,brown,combination,black
7389519331,light,brown,combination,brown
9245056590,tan,brown,combination,brown
11061502658,medium,brown,combination,black
12847246145,fair,blue,combination,blonde
5518490265,lightMedium,brown,normal,brown
2450042380,mediumTan,brown,combination,black
6525933317,medium,green,combination,brown
7351893288,lightMedium,brown,combination,black
12132556029,fairLight,brown,oily,brown
1962243911,fairLight,brown,combination,brown
6975217549,fairLight,green,combination,brown
6299198250,light,blue,oily,blonde
6734692274,fair,blue,combination,blonde
2656563653,fairLight,hazel,combination,brown
12840348382,lightMedium,brown,combination,brown
7182671654,fairLight,brown,combination,blonde
12697094967,lightMedium,green,combination,blonde
12456183990,fair,blue,combination,blonde
10010204729,fair,blue,combination,red
6307293735,light,brown,combination,black
12294882203,fair,brown,combination,brown
5352024795,light,brown,combination,brown
1729624398,fair,green,normal,brown
1524546033,fairLight,brown,combination,black
6790533403,fair,,normal,blonde
5187644774,medium,green,oily,brown
9006422680,fair,hazel,combination,black
5694685117,mediumTan,brown,combination,brown
1570933849,light,brown,normal,brown
7904377846,deep,brown,oily,black
6129845651,fair,brown,combination,brown
11833658225,fair,brown,oily,brown
2061244635,mediumTan,brown,combination,black
9270033811,lightMedium,brown,combination,brown
1351264294,fair,green,combination,brown
7186045661,light,blue,oily,red
10411091906,mediumTan,brown,oily,brown
7844465096,light,hazel,combination,red
7773224911,lightMedium,hazel,oily,brown
8558395414,light,green,oily,blonde
5123595745,lightMedium,blue,dry,brown
9016634193,lightMedium,brown,combination,black
6727248409,lightMedium,brown,combination,brown
5855840023,fair,brown,combination,brown
5590136749,fairLight,blue,combination,red
1336524779,light,hazel,combination,brown
5219691226,medium,brown,combination,brown
12596714317,light,blue,combination,blonde
5703341494,lightMedium,brown,combination,black
1119098051,mediumTan,brown,combination,brown
5678378723,mediumTan,hazel,combination,black
1324817440,fair,green,combination,blonde
1272580613,light,brown,combination,blonde
2089213754,light,blue,normal,blonde
2806216836,mediumTan,brown,oily,brown
9271791909,lightMedium,green,combination,brown
8427136865,light,hazel,dry,black
6030772873,lightMedium,brown,oily,black
6789879018,lightMedium,brown,combination,black
6342741524,light,brown,oily,brown
1314994562,light,green,normal,blonde
1596759755,lightMedium,brown,combination,brown
5354323796,mediumTan,brown,oily,brown
7052902905,lightMedium,brown,dry,black
1785820797,lightMedium,brown,combination,blonde
2122065251,lightMedium,brown,combination,black
1451412331,fairLight,green,combination,blonde
8298182465,medium,hazel,combination,brown
7377455027,fair,brown,combination,brown
11346466639,mediumTan,brown,oily,brown
5310756838,medium,hazel,combination,brown
1653496217,tan,brown,combination,brown
2520790978,light,hazel,oily,brown
6827904634,light,brown,normal,brown
11111228905,light,brown,combination,black
12054025772,medium,brown,oily,brown
1321687421,light,brown,oily,brown
7977746840,fair,blue,combination,brown
9002081019,lightMedium,brown,normal,brown
9364999592,fair,hazel,oily,brown
5885982235,fair,hazel,combination,blonde
7108290791,fair,hazel,normal,brown
6279926040,mediumTan,brown,oily,brown
11749918287,fair,blue,normal,blonde
8926478471,fair,hazel,combination,blonde
2254511818,light,,combination,blonde
7712050366,lightMedium,brown,combination,brown
8223120614,fairLight,hazel,combination,red
9138373486,medium,brown,combination,brown
5363359994,medium,brown,normal,brown
1442643347,mediumTan,brown,combination,brown
2856255744,medium,brown,oily,black
7495502736,medium,brown,combination,brown
5266608508,light,brown,combination,blonde
2375463023,light,blue,oily,brown
1871001964,tan,brown,combination,brown
8686194413,fair,green,combination,blonde
9269858863,medium,brown,oily,brown
11986022697,fair,blue,combination,brown
932171087,mediumTan,blue,combination,brown
7329602160,mediumTan,hazel,normal,blonde
5298488227,light,brown,combination,black
11273996274,mediumTan,brown,combination,black
8976826504,fair,green,combination,brown
1531374869,lightMedium,brown,dry,black
1868884139,light,blue,combination,blonde
1999813047,lightMedium,hazel,combination,blonde
5244697815,tan,brown,dry,brown
5965527939,fairLight,green,combination,brown
7764171936,fairLight,hazel,combination,black
8774654624,lightMedium,brown,combination,brown
6322644707,fair,blue,combination,blonde
1426661472,light,hazel,combination,blonde
2222522121,mediumTan,brown,combination,brown
2380606630,light,hazel,combination,blonde
6230855323,fairLight,blue,dry,brown
9178624807,,,,
6847756042,light,blue,combination,red
1912147600,light,brown,normal,brown
6058315738,light,brown,combination,brown
1688863655,lightMedium,blue,combination,brown
5767017919,medium,brown,combination,black
1335432475,light,brown,normal,brown
5738159382,light,brown,combination,brown
10694963525,fair,blue,combination,brown
1595056272,mediumTan,hazel,combination,brown
1523894749,fair,Grey,combination,blonde
11541966579,medium,,combination,
11392765430,lightMedium,green,combination,brown
1386422998,mediumTan,hazel,oily,brown
10093146959,lightMedium,brown,combination,brown
6407237254,medium,brown,oily,brown
11008253532,light,brown,combination,brown
2242471111,light,brown,dry,brown
10751725905,tan,brown,oily,black
5299390382,light,hazel,combination,brown
6753219973,lightMedium,brown,combination,black
1362523100,fair,green,combination,blonde
11442468405,medium,brown,combination,brown
11244275552,fairLight,green,combination,auburn
7983523010,light,blue,normal,brown
11487062108,fair,blue,oily,brown
2552082595,fair,green,combination,brown
2468350173,lightMedium,hazel,combination,brown
1717215023,light,brown,combination,brown
2379952883,medium,brown,combination,black
11452869975,mediumTan,brown,combination,blonde
5408852902,fair,brown,oily,brown
5330750137,light,green,oily,auburn
7654585489,lightMedium,brown,combination,brown
5105662176,fair,brown,normal,black
1928960379,mediumTan,brown,combination,black
5990972890,,,,
5270935558,fair,green,normal,blonde
7924435179,lightMedium,brown,oily,black
2643555636,,,,
11062342293,fairLight,blue,oily,brown
5769769924,light,blue,oily,blonde
6191684371,light,blue,normal,brown
7190992644,medium,brown,combination,brown
6670586678,light,brown,normal,brown
6798483883,medium,brown,combination,brown
6669162090,light,blue,oily,blonde
10605121238,mediumTan,hazel,combination,brown
1428163226,mediumTan,brown,combination,brown
1357404891,deep,brown,oily,black
8790228276,medium,brown,combination,black
1135700189,light,hazel,combination,brown
6164534443,medium,brown,normal,black
6141817464,light,brown,normal,blonde
5685192468,light,green,combination,brown
6510650508,,,,
5271307571,fair,green,combination,brown
5792239644,medium,green,combination,brown
5326427542,lightMedium,blue,combination,brown
6052024675,light,brown,oily,brown
6405092832,,,,
6540746829,fair,brown,oily,brown
10474951531,,,,
10295227865,light,hazel,combination,brown
5965023762,fair,blue,combination,blonde
2353740581,,,,
8553988486,fair,blue,oily,blonde
10287400691,fair,blue,combination,brown
2042411498,,,,
1547306306,,,,
5948487782,,,,
2248147198,,,,
1386369013,,,,
9915476679,,,,
1318746603,,,,
9034968587,medium,brown,combination,brown
1189027028,fair,blue,combination,black
1917242623,,,,
7899857155,medium,brown,oily,brown
1440643024,,,,
10480161810,,,,
5236080993,fair,green,oily,blonde
5102185612,,,,
1496864144,lightMedium,brown,oily,brown
2027053807,fair,green,normal,brown
2014514389,light,brown,combination,brown
8698713640,medium,brown,oily,brown
9510402882,,,,
2721995002,fairLight,brown,oily,red
7478221037,fair,green,combination,brown
7554713103,,,,
11047679768,deep,brown,oily,black
8491026381,,,,
5143186722,rich,brown,combination,black
5969291454,,,,
7805306836,lightMedium,brown,oily,brown
1230726609,,,,
6717530935,light,hazel,combination,blonde
6773343557,lightMedium,brown,combination,brown
6446109097,light,hazel,dry,blonde
1629840819,,,,
923503739,light,brown,combination,brown
5516049871,,,,
6827696965,fair,blue,dry,blonde
7369034146,light,brown,combination,black
8942568261,deep,brown,oily,black
7962622573,lightMedium,,combination,blonde
2153772019,fair,blue,normal,blonde
6059560030,mediumTan,brown,dry,brown
1333299092,,,,
5725190721,,,,
2313243703,,,,
5036705574,,,,
9262817806,,,,
6839800757,,,,
2138650925,,,,
5038300502,,,,
6269346152,,,,
1430808049,,,,
1772800615,,,,
6041512792,,,,
8714173422,,,,
5940472786,,,,
9566443254,,,,
6049141248,,,,
10518350640,,,,
9659858174,,,,
6393850161,,,,
9954190783,,,,
9924700988,,,,
5729553550,,,,
8485125829,,,,
6895493172,,,,
1999816754,,,,
6042187994,,,,
5607596571,,,,
5851266403,,,,
6122568131,,,,
7440291782,,,,
8589317505,,,,
6368326975,,,,
5541433274,,,,
5109933640,,,,
7669558490,,,,
5703477583,,,,
6269588444,,,,
2278784466,,,,
8724028151,,,,
2771378768,,,,
8979691992,,,,
2053023206,,,,
5278511906,,,,
1289019586,,,,
9258819796,,,,
8926521570,,,,
7517946356,,,,
7844409433,,,,
8699528278,,,,
9343075692,,,,
7312702755,,,,
5093964225,,,,
905245199,,,,
6647371855,,,,
1916490519,,,,
6918634329,,,,
8158028889,,,,
1638118908,,,,
6314489915,,,,
9034903801,,,,
2645183996,,,,
6764103548,,,,
5107758495,,,,
1659051665,,,,
1760541704,,,,
6506952423,,,,
6253007153,,,,
5506174057,,,,
6252345892,,,,
6078509860,,,,
1148856136,,,,
9849965152,,,,
7651538782,,,,
5786752699,,,,
2016010986,,,,
8863460928,,,,
8205170956,,,,
1296275050,,,,
2273906061,,,,
7864677090,,,,
8144079653,,,,
1861573285,,,,
5457062226,,,,
6418610721,,,,
5759792863,,,,
8535556992,,,,
5975155059,,,,
6566586616,,,,
5746787602,,,,
2755980614,,,,
8708307275,,,,
6887105256,,,,
6008900243,,,,
6039407322,,,,
8022320138,,,,
5543624412,,,,
1072523032,,,,
5995002074,,,,
9228251933,,,,
9430202889,,,,
1569383943,,,,
1336349375,,,,
1778824179,,,,
5335704241,,,,
8962611969,,,,
5688085361,,,,
8222939677,,,,
9907464743,,,,
2165191933,,,,
1400425183,,,,
7343789968,,,,
2763409579,,,,
9719235051,,,,
6732444180,,,,
5216497364,,,,
8490243232,,,,
9680091263,,,,
5707877741,,,,
8866147868,,,,
6269758834,,,,
2451082793,,,,
7749706355,,,,
9170148816,,,,
8470028424,,,,
8305214948,,,,
1120681704,,,,
7723953315,,,,
8714179028,,,,
8809999333,,,,
8797142918,,,,
5687459146,,,,
1336344186,,,,
6358032957,,,,
1320932493,,,,
1434031627,,,,
5310473035,,,,
5749198450,,,,
6830623744,,,,
1378533549,,,,
8553333258,,,,
1343098267,,,,
2396926690,,,,
1588312531,,,,
1631292848,,,,
7038530931,,,,
5926089592,,,,
5322903617,,,,
8225201040,,,,
7685298563,,,,
1665887540,,,,
2117270270,,,,
1338484893,,,,
5450184437,,,,
2214633576,,,,
6027936599,,,,
1454260564,,,,
1485355823,,,,
1500928680,,,,
6988544041,,,,
7859969076,,,,
5541934102,,,,
2488063059,,,,
1431994101,,,,
5089672553,,,,
2364675128,,,,
2090224362,,,,
8618457318,,,,
9265431749,,,,
8600527798,,,,
8149106942,,,,
5965562961,,,,
8066234402,,,,
6614494530,,,,
6642172824,,,,
2345884075,,,,
6799372450,,,,
2615885836,,,,
2451070764,,,,
6189772066,,,,
7553545466,,,,
5636297506,,,,
6752973639,,,,
2873615378,,,,
2351544016,,,,
2532142660,,,,
6434409166,,,,
5504449538,,,,
1066153026,,,,
6022733167,,,,
6126497465,,,,
1816201578,,,,
7124130851,,,,
6127103446,,,,
5096487124,,,,
2185367763,,,,
2659910252,,,,
7576160633,,,,
6962931093,,,,
1678022076,,,,
1060734244,,,,
5417244921,,,,
1440715660,,,combination,
5272485309,,,combination,
2276151774,,,,
5104459134,,,combination,
2123091107,,,,
1291283565,,,,
8399193149,,,,
2442592825,,,combination,
6620757246,,,combination,
8696305295,,,dry,
5459325061,,,,
5591819862,,,,
7720578919,,,combination,
6614513274,,,,
6521544442,,,combination,
7519417717,,,,
6473034932,,,,
6926867159,,,,
5591819333,,,oily,
1451413489,,,oily,
8508842742,,,normal,
1506384030,,,,
2230932217,,,,
5524456646,,,,
1513111084,,,,
2309664598,,,normal,
8085067229,,,,
5778746503,,,,
1070425335,,,combination,
2806128496,,,normal,
7773220182,,,,
1330733650,,,,
6559108376,,,,
1309093091,,,combination,
5388615470,,,normal,
5663170639,,,combination,
5715570706,,,,
2079025517,,,,
6058360915,,,,
1475551932,,,combination,
5685194219,,,oily,
2297903122,,,,
8344672052,,,combination,
1130257013,,,normal,
7277663591,,,,
2484835372,,,,
7902847286,,,,
921198969,,,,
5672967113,,,,
2153771044,,,,
5940860294,,,dry,
2207862392,,,,
1057754220,,,,
5763541357,,,oily,
7535939986,,,,
2720481024,,,,
1371680496,,,normal,
2357442264,,,combination,
7089584490,,,,
5253315294,,,oily,
1217120300,,,,
1312232489,,,,
5786750078,,,combination,
6148493930,,,,
2361213889,,,,
8095393717,,,,
5895154462,,,dry,
8486346524,,,,
6551356866,,,,
5644534993,,,,
5506152179,,,,
979762010,,,combination,
2199470630,,,,
5777253902,,,,
7595892131,,,,
1976000473,,,dry,
5581815045,,,,
1332470918,,,,
5721279243,,,,
7758155322,,,,
5692129741,,,,
5467710411,,,,
5431615079,,,,
2813554263,,,,
2628717781,,,,
1257044587,,,,
2058443834,,,,
7536355271,,,,
1319554319,,,,
6016226734,,,oily,
6666631500,,,oily,
6353085716,,,oily,
1897326843,,,combination,
1318044780,,,oily,
2873883841,,,,
1156980339,,,,
7688087232,,,,
8246166501,,,,
6978716697,,,,
5543613168,,,,
7972600430,,,,
5666022471,,,,
1472150625,,,,
2734881300,,,,
1326017801,,,,
7685295038,,,,
914137970,,,,
2026335401,,,combination,
5867971074,,,oily,
6971504931,,,oily,
5545360516,,,,
5766813335,,,,
1177548343,,,combination,
6486962329,,,combination,
6131677796,,,,
1876346808,,,,
6556404745,,,,
5189575436,,,,
7933728138,,,combination,
1296254209,,,,
5657732823,,,,
7763617101,,,,
5375355055,,,,
5118179208,,,combination,
2728300757,,,combination,
1353293425,,,,
5895836176,,,combination,
6163510505,,,,
1652501078,,,oily,
6406625108,,,,
2363511522,,,combination,
1322511536,,,,
6943932417,,,,
6153963365,,,,
6885125514,,,,
5076310236,,,oily,
5504529169,,,combination,
1473920186,,,combination,
5715576211,,,,
6766393888,,,,
5373672987,,,,
2035634157,,,combination,
1141965535,,,normal,
1615324184,,,,
2265066213,,,combination,
5152022657,,,,
2003941368,,,,
7566193591,,,,
2573726803,,,,
7343657355,,,,
6645576419,,,oily,
1847526241,,,combination,
2446752665,,,,
1324816289,,,,
8055476423,,,,
1097069736,,,combination,
6506693949,,,combination,
7981269825,,,normal,
1560353729,,,,
5344599753,,,,
5497752329,,,,
5796213513,,,combination,
6081142977,,,oily,
1398665204,,,combination,
1558365833,,,,
5988908288,,,combination,
1338946550,,,,
5267508879,,,oily,
1779471105,,,,
5832862269,,,combination,
1823257875,,,oily,
5460778475,,,,
6165890190,,,,
1319800864,,,combination,
7374168557,,,,
5123587192,,,,
1841425806,,,combination,
1026997049,,,,
6799254350,,,combination,
6389017880,,,,
557770,,,combination,
7575404066,,,,
7737527079,,,combination,
1326828188,,,,
7395036313,,,,
7304686951,,,,
2752681315,,,,
6107860056,,,,
5113021388,,,,
2708369204,,,combination,
1961033741,,,,
1594551247,,,,
6963871249,,,,
5388690674,,,combination,
5093558136,,,,
7634716245,,,,
5927598310,,,oily,
6297936206,,,,
6384789040,,,,
2516537046,,,,
5089406668,,,,
7099183657,,,,
6169808493,,,combination,
7170989417,,,oily,
7789032748,,,,
7776619200,,,,
1607474179,,,,
7764032567,,,,
2438191141,,,oily,
6050835046,,,,
5834102451,,,,
2303362611,,,oily,
2414111133,,,,
1497431417,,,combination,
6865302312,,,combination,
7264478217,,,combination,
6692936811,,,oily,
1221362286,,,,
1817101993,,,dry,
5337988669,,,,
1015109444,,,combination,
6010350729,,,combination,
7162804110,,,,
1392032203,,,normal,
5685193474,,,combination,
1325143195,,,oily,
5202121389,,,oily,
5371302233,,,,
6882570813,,,,
6572849445,,,,
1694332255,,,,
956701150,,,oily,
