user_id,age,price,quantity,rating,transaction_id,transaction_date,product_code,category_id,category_name,temperature,humidity,wind_speed,weather_list,realfeel_list
3766,27,81.8,3,3.7,690292,2023-01-18,SK8927,8,SUNSCREENS,32.6,23.3,11.0,Showers,34.6
3715,38,137.32,4,1.7,849057,2023-03-19,SK9901,6,EYECARE,27.1,83.3,15.4,Cloudy,28.1
2593,62,105.49,3,4.8,807883,2023-02-20,SK5667,4,MOISTURIZERS,37.4,47.1,12.1,Sunny,39.6
4111,64,22.68,2,3.9,337723,2023-12-15,SK8096,5,SERUMS,3.2,29.4,6.2,Mostly cloudy w showers,5.6
3809,39,114.45,2,3.4,396988,2023-01-26,SK8613,8,SUNSCREENS,-9.1,73.9,25.2,Showers,-11.1
1230,41,70.45,2,4.3,970426,2023-04-20,SK5745,4,MOISTURIZERS,12.1,71.8,16.2,Mostly cloudy with storms,13.3
3030,61,126.34,2,4.4,716250,2023-06-06,SK3306,6,EYECARE,36.9,77.0,24.2,Sunny,34.9
2517,20,82.62,1,1.9,881282,2024-01-01,SK8076,3,EXFOLIANTS,28.1,55.4,14.8,Mostly cloudy w showers,25.6
1602,65,42.31,4,4.5,641483,2023-11-14,SK1460,6,EYECARE,-2.8,26.1,27.0,Mostly clear,-1.1
2261,24,36.32,5,1.8,880357,2023-02-19,SK3484,6,EYECARE,3.5,72.8,20.5,Clear,5.2
2711,19,38.29,2,4.3,794758,2023-10-30,SK6959,2,TONERS,4.7,58.9,4.3,Mostly sunny,6.1
1702,54,24.97,5,1.4,470763,2023-11-27,SK3296,1,CLEANSERS,33.3,46.8,22.7,Clear,35.9
4080,64,26.04,1,1.8,678324,2023-05-09,SK8822,6,EYECARE,8.7,67.2,9.7,Mostly sunny,8.1
3635,65,60.4,3,3.7,175489,2023-12-05,SK4291,8,SUNSCREENS,12.5,46.9,13.8,Mostly clear,14.9
2150,34,150.27,2,1.8,770928,2023-01-20,SK9244,4,MOISTURIZERS,16.5,60.0,20.1,Partly sunny with showers,13.9
3188,52,114.69,2,3.6,321740,2023-02-11,SK4184,3,EXFOLIANTS,17.5,61.8,20.7,Mostly cloudy w showers,18.6
2518,54,40.97,1,2.8,282715,2023-03-27,SK1393,4,MOISTURIZERS,16.4,63.3,1.0,Partly cloudy,17.4
4791,46,187.53,2,4.9,150274,2023-06-17,SK5371,4,MOISTURIZERS,32.8,80.7,16.8,Mostly cloudy w showers,32.8
1966,44,190.38,2,2.6,942870,2023-08-12,SK4162,4,MOISTURIZERS,35.5,13.5,18.0,Rain,33.9
3677,28,130.69,1,5.0,236395,2023-04-07,SK2801,9,ANTIAGING,35.1,19.1,28.5,Partly sunny with showers,36.9
1149,58,109.79,2,2.7,698834,2023-07-31,SK7175,7,MASKS,37.6,18.7,15.6,Mostly cloudy w showers,35.9
4246,63,158.31,4,1.1,614858,2023-12-24,SK6791,4,MOISTURIZERS,12.5,31.1,11.5,Mostly cloudy w showers,10.5
2655,30,130.48,1,4.9,926933,2023-01-27,SK7208,5,SERUMS,16.1,79.8,23.0,Mostly cloudy w showers,14.3
4693,59,120.52,3,1.3,186213,2023-12-29,SK8608,5,SERUMS,33.5,31.9,1.1,Mostly cloudy with storms,35.3
3825,31,155.86,2,3.9,484509,2023-08-31,SK1893,4,MOISTURIZERS,-2.8,53.5,11.3,Partly cloudy,-1.9
1954,22,151.49,5,2.2,202998,2023-10-24,SK1255,1,CLEANSERS,23.0,23.2,25.4,Partly sunny,22.6
3192,19,10.0,4,2.8,894475,2023-08-02,SK3035,7,MASKS,37.6,66.4,25.4,Mostly sunny,40.4
2438,21,144.79,2,2.0,492777,2023-08-13,SK4114,3,EXFOLIANTS,19.4,75.8,6.5,Partly sunny,20.1
3200,53,110.63,1,1.4,410743,2023-07-22,SK7841,1,CLEANSERS,10.6,76.4,2.4,Mostly sunny,12.7
2269,46,135.65,2,4.6,732279,2023-11-12,SK4071,5,SERUMS,30.8,72.1,29.1,Thunderstorms,32.5
1845,21,183.51,5,4.5,620504,2023-05-17,SK6801,2,TONERS,23.3,55.7,18.5,Intermittent clouds,24.9
4664,48,43.07,1,3.1,432323,2023-01-20,SK7540,8,SUNSCREENS,34.6,66.6,15.0,Intermittent clouds,32.1
2937,35,98.69,4,2.4,461437,2023-11-30,SK1452,4,MOISTURIZERS,4.2,88.8,11.5,Clear,3.7
2613,51,172.73,4,3.8,622259,2023-06-19,SK4414,5,SERUMS,36.3,40.0,10.4,Intermittent clouds,38.0
1426,24,51.98,2,3.4,653976,2023-07-11,SK2077,8,SUNSCREENS,21.3,15.7,19.9,Partly sunny,23.9
1703,33,179.31,2,1.4,618162,2023-10-20,SK2628,8,SUNSCREENS,18.5,32.4,11.3,Rain,21.2
1112,46,65.3,4,4.9,550292,2023-03-12,SK6543,4,MOISTURIZERS,20.5,81.4,21.3,Partly sunny,20.5
2516,25,165.91,5,4.6,552042,2023-09-19,SK6317,6,EYECARE,14.2,56.4,17.0,Partly cloudy,16.2
1738,21,24.26,2,3.8,230007,2023-11-07,SK9400,6,EYECARE,-0.7,86.2,3.3,Intermittent clouds,-0.6
2050,48,182.34,1,3.6,815452,2023-07-03,SK9830,5,SERUMS,13.5,77.3,23.0,Partly cloudy,14.6
3738,40,148.54,3,1.5,790626,2023-10-14,SK2443,7,MASKS,-5.3,36.0,18.6,Mostly clear,-2.5
1210,30,89.16,4,4.8,608874,2023-05-21,SK9294,5,SERUMS,14.9,84.6,29.9,Clear,17.4
1763,30,48.77,2,3.3,608399,2023-07-01,SK1470,6,EYECARE,-6.4,78.3,4.3,Clear,-5.0
2003,56,18.06,4,3.3,788950,2023-11-26,SK1065,7,MASKS,-8.8,67.5,29.9,Sunny,-10.3
4271,51,91.51,4,1.7,748515,2023-01-26,SK8862,3,EXFOLIANTS,3.9,62.4,24.6,Mostly cloudy w showers,4.3
1077,60,27.91,3,4.7,638660,2023-10-31,SK6806,2,TONERS,34.8,38.0,10.0,Cloudy,37.8
4560,51,112.04,4,2.7,788047,2023-01-23,SK9021,1,CLEANSERS,39.2,78.6,1.2,Partly sunny with showers,36.8
1778,46,85.95,5,1.7,832143,2023-01-29,SK8627,6,EYECARE,27.4,65.5,10.5,Thunderstorms,30.0
2488,38,168.32,3,3.6,660745,2023-07-01,SK3588,7,MASKS,-5.1,14.2,27.2,Sunny,-4.3
4833,33,46.04,4,2.9,953471,2023-07-28,SK5208,2,TONERS,-3.6,82.9,18.3,Partly cloudy,-3.7
3201,49,26.33,5,1.1,956231,2023-02-28,SK2374,4,MOISTURIZERS,0.3,54.1,24.0,Cloudy,-0.3
3598,20,117.1,5,2.5,862311,2023-12-16,SK3740,4,MOISTURIZERS,8.2,83.0,14.6,Mostly cloudy with storms,5.3
2636,54,36.06,2,1.5,608076,2023-04-28,SK8687,9,ANTIAGING,18.9,50.5,23.6,Sunny,20.5
2358,62,136.48,4,2.3,346161,2023-12-06,SK4466,5,SERUMS,-7.7,63.3,13.1,Partly cloudy,-5.7
2575,26,37.76,2,1.1,783952,2023-01-27,SK2244,1,CLEANSERS,35.4,62.2,0.7,Clear,32.7
3296,35,6.83,4,3.5,745097,2023-07-09,SK3126,1,CLEANSERS,14.5,55.5,29.8,Clear,16.5
4042,20,96.13,3,3.6,336138,2023-07-11,SK4324,3,EXFOLIANTS,24.8,22.0,15.0,Mostly sunny,23.1
4562,62,55.25,4,4.2,387954,2023-09-25,SK5131,5,SERUMS,12.4,64.2,16.6,Mostly cloudy with storms,11.4
1848,45,61.28,1,4.1,399257,2023-02-13,SK6011,1,CLEANSERS,1.9,20.7,7.9,Showers,3.4
2194,37,55.54,5,4.3,822889,2023-12-19,SK9470,9,ANTIAGING,39.0,63.3,20.8,Mostly cloudy w showers,38.1
2674,48,185.3,4,2.0,897758,2023-10-06,SK3134,6,EYECARE,36.1,80.3,2.6,Partly sunny with showers,38.4
3436,37,33.74,1,3.8,383233,2023-10-05,SK8511,6,EYECARE,39.1,36.3,5.3,Rain,40.5
4925,60,116.73,5,2.5,402934,2023-07-07,SK5248,8,SUNSCREENS,12.8,43.2,19.9,Partly sunny,11.2
4545,45,171.72,5,3.9,741890,2023-01-06,SK4074,9,ANTIAGING,20.7,38.1,1.7,Partly cloudy,18.1
3853,28,14.6,4,2.6,969785,2023-02-01,SK4298,1,CLEANSERS,13.5,20.1,23.1,Intermittent clouds,14.1
4155,57,128.21,5,2.9,610083,2023-03-05,SK9875,6,EYECARE,-0.3,31.0,0.9,Cloudy,2.3
4457,29,67.93,2,4.5,574010,2023-11-25,SK7965,4,MOISTURIZERS,12.7,13.2,22.8,Mostly cloudy w showers,12.9
4445,37,119.38,3,2.9,662672,2023-02-09,SK4051,5,SERUMS,37.5,63.9,4.5,Mostly cloudy w showers,39.9
1918,32,5.57,4,1.7,665853,2023-07-22,SK8490,5,SERUMS,-0.7,81.0,18.5,Showers,0.6
1730,60,145.8,4,4.3,426660,2023-01-21,SK1320,1,CLEANSERS,11.6,64.7,20.0,Mostly sunny,12.7
2255,18,120.88,3,3.2,125223,2023-09-14,SK4281,1,CLEANSERS,37.4,24.7,4.3,Partly sunny,40.3
4076,32,125.51,2,4.9,291877,2023-01-06,SK9190,8,SUNSCREENS,6.9,22.4,6.0,Clear,8.4
4745,52,6.79,3,1.0,968574,2023-10-29,SK9880,8,SUNSCREENS,0.1,88.3,25.7,Showers,-2.7
3738,29,66.64,3,3.9,953914,2023-02-12,SK2669,8,SUNSCREENS,11.4,87.8,24.4,Mostly cloudy with storms,8.7
4834,24,130.91,1,5.0,328714,2023-01-06,SK8024,6,EYECARE,23.3,22.3,14.8,Partly sunny with showers,20.7
3701,54,22.72,5,4.0,728311,2023-12-30,SK2339,2,TONERS,0.8,87.8,4.2,Cloudy,2.6
3769,65,174.46,5,4.9,161911,2023-07-04,SK1596,3,EXFOLIANTS,23.5,24.0,0.2,Mostly cloudy with storms,22.8
2508,61,58.6,1,3.4,892944,2023-02-03,SK5064,4,MOISTURIZERS,13.6,56.0,8.9,Rain,11.5
4140,36,134.6,2,2.4,813544,2023-01-05,SK8455,9,ANTIAGING,34.2,52.5,20.9,Rain,36.2
3446,47,178.89,4,3.5,553463,2023-06-11,SK1172,9,ANTIAGING,19.4,63.4,11.5,Mostly cloudy w showers,17.2
2430,30,184.74,5,4.3,180576,2023-05-16,SK4740,8,SUNSCREENS,4.0,66.1,2.0,Partly sunny with showers,4.0
2098,65,199.82,4,2.0,650047,2023-05-07,SK7484,7,MASKS,3.0,54.1,12.8,Rain,2.4
2863,47,56.15,1,1.2,154045,2023-03-05,SK3760,5,SERUMS,23.7,18.3,14.2,Cloudy,21.8
3659,50,81.54,1,4.7,672261,2023-01-03,SK1033,4,MOISTURIZERS,15.9,20.4,16.6,Cloudy,18.3
4331,32,51.3,3,4.9,797711,2023-07-18,SK1349,1,CLEANSERS,16.6,26.6,17.0,Intermittent clouds,15.8
1341,42,56.13,1,2.1,853946,2023-06-22,SK2206,2,TONERS,18.1,57.1,27.0,Thunderstorms,20.9
2833,61,172.38,1,2.1,529414,2023-07-28,SK3064,1,CLEANSERS,-3.3,32.3,5.9,Clear,-5.9
3881,25,136.94,3,3.0,113998,2023-05-20,SK9884,3,EXFOLIANTS,32.0,68.2,15.5,Partly sunny with showers,31.3
2661,26,80.25,2,1.1,560811,2023-04-08,SK3208,5,SERUMS,9.3,18.5,29.1,Mostly clear,11.6
1635,26,79.46,5,2.2,657404,2023-06-04,SK8322,7,MASKS,38.5,86.3,2.5,Rain,39.0
1208,24,123.69,5,3.2,258188,2023-10-15,SK3143,4,MOISTURIZERS,23.4,72.1,13.2,Clear,23.8
4188,46,187.55,2,2.8,535139,2023-11-06,SK9611,6,EYECARE,37.3,22.1,2.2,Mostly sunny,38.8
1799,58,167.54,4,4.4,913317,2023-08-27,SK9890,1,CLEANSERS,3.5,82.6,12.2,Intermittent clouds,3.1
2289,35,141.98,4,4.7,274040,2023-02-05,SK5975,7,MASKS,13.6,70.6,5.1,Showers,15.5
2307,46,88.05,4,1.1,880115,2023-05-04,SK1972,4,MOISTURIZERS,29.9,42.6,2.3,Thunderstorms,30.5
2719,50,38.6,3,3.7,788858,2023-07-30,SK8347,6,EYECARE,10.1,20.0,1.7,Clear,11.3
2989,18,109.18,5,3.4,611003,2023-01-18,SK8434,4,MOISTURIZERS,15.6,19.5,0.5,Mostly sunny,15.6
4869,27,48.89,5,3.2,809233,2023-02-10,SK8056,8,SUNSCREENS,16.5,75.9,15.0,Partly sunny with showers,14.7
4333,53,16.24,4,2.4,864555,2023-11-24,SK1808,8,SUNSCREENS,28.3,87.3,23.1,Partly cloudy,28.0
2438,32,35.11,1,3.6,716113,2023-10-21,SK2077,3,EXFOLIANTS,-4.3,14.4,19.2,Partly sunny,-4.6
1118,64,78.98,5,3.4,717974,2023-07-19,SK2386,6,EYECARE,16.3,76.3,28.0,Showers,14.2
4402,64,197.24,2,3.9,367094,2023-11-11,SK7618,1,CLEANSERS,8.4,67.0,10.3,Sunny,6.5
1245,40,29.82,4,4.7,282755,2023-01-18,SK7068,8,SUNSCREENS,37.8,51.3,29.7,Rain,36.0
2608,50,53.33,3,3.8,580040,2023-08-02,SK2134,3,EXFOLIANTS,8.6,34.3,16.9,Mostly clear,10.2
4333,62,41.36,4,1.3,565119,2023-04-05,SK6921,9,ANTIAGING,23.0,66.5,15.3,Cloudy,25.2
1231,54,169.86,5,2.3,969894,2023-12-13,SK5204,8,SUNSCREENS,16.7,77.1,9.5,Partly sunny,17.6
2527,21,24.89,3,1.4,874767,2023-11-22,SK6845,6,EYECARE,16.6,55.7,22.0,Mostly clear,18.9
2557,27,194.66,1,3.5,146815,2023-08-09,SK1725,1,CLEANSERS,33.2,52.4,12.1,Partly cloudy,34.0
1368,53,186.92,5,1.7,656187,2023-09-23,SK7692,3,EXFOLIANTS,6.5,43.3,8.3,Mostly sunny,4.6
2675,59,35.77,2,1.7,429762,2023-12-08,SK5434,3,EXFOLIANTS,25.8,88.5,21.5,Mostly sunny,28.7
2807,61,150.66,3,3.2,663062,2023-08-25,SK6804,6,EYECARE,35.9,38.4,7.2,Mostly clear,35.6
2638,23,190.53,1,4.7,787273,2023-06-27,SK7995,2,TONERS,4.4,56.0,16.8,Partly sunny with showers,3.4
2111,46,37.79,4,2.4,420386,2023-07-25,SK9871,8,SUNSCREENS,31.0,51.8,11.5,Thunderstorms,33.9
3688,52,155.52,3,3.7,586794,2023-05-04,SK2264,2,TONERS,38.7,75.7,14.1,Partly sunny,37.7
2895,20,137.64,5,1.8,496019,2023-08-28,SK4324,4,MOISTURIZERS,13.4,13.1,3.3,Showers,15.1
1487,65,119.67,4,2.5,999763,2023-04-29,SK7314,8,SUNSCREENS,-0.6,43.8,23.5,Partly sunny,1.1
1927,40,167.98,4,3.9,530866,2023-03-07,SK1918,4,MOISTURIZERS,-2.0,10.0,6.3,Intermittent clouds,0.6
2168,39,145.91,2,4.5,373492,2023-08-16,SK4166,4,MOISTURIZERS,36.6,79.0,13.6,Cloudy,39.0
2137,27,84.3,3,4.4,669345,2023-01-01,SK8542,1,CLEANSERS,37.8,71.9,27.5,Rain,36.9
2351,20,180.89,3,3.3,518309,2023-02-24,SK7709,1,CLEANSERS,4.1,10.1,3.4,Mostly clear,1.7
1805,37,9.12,4,2.9,130767,2023-02-15,SK9318,3,EXFOLIANTS,17.3,67.9,0.5,Sunny,19.8
4151,18,27.32,4,3.7,746381,2023-10-08,SK3740,3,EXFOLIANTS,36.1,24.1,22.9,Cloudy,37.8
1851,57,158.89,3,3.1,640083,2023-05-15,SK6435,2,TONERS,-2.5,81.0,28.5,Thunderstorms,-0.6
3002,46,146.75,5,2.6,579967,2023-08-13,SK1912,8,SUNSCREENS,21.6,27.8,4.1,Mostly cloudy with storms,23.4
3307,63,93.39,1,3.3,282133,2023-01-12,SK1753,2,TONERS,3.4,66.3,24.0,Mostly clear,1.5
2526,33,60.96,5,1.1,349724,2023-01-24,SK2370,2,TONERS,18.3,64.8,24.8,Partly sunny with showers,19.6
3689,56,176.43,1,1.7,972892,2023-07-16,SK2649,3,EXFOLIANTS,27.0,67.2,9.5,Mostly clear,26.4
2722,30,72.41,4,2.7,266208,2023-08-13,SK8472,5,SERUMS,26.7,42.9,23.8,Sunny,24.6
4927,54,127.59,1,3.8,801603,2023-10-18,SK7889,2,TONERS,-6.2,56.1,18.2,Mostly clear,-8.9
3169,40,104.03,4,1.3,337879,2023-07-31,SK9858,4,MOISTURIZERS,28.2,32.4,15.7,Cloudy,25.6
3279,22,168.25,3,2.3,218284,2023-11-18,SK4632,9,ANTIAGING,0.4,24.4,9.4,Thunderstorms,3.1
4505,22,137.86,4,2.3,491950,2023-12-11,SK7989,2,TONERS,15.2,31.1,29.2,Mostly cloudy w showers,14.0
1677,21,64.74,1,3.8,234130,2023-01-25,SK5438,4,MOISTURIZERS,13.5,50.4,0.7,Partly sunny with showers,15.8
1750,50,157.03,1,4.9,441982,2023-02-26,SK8346,9,ANTIAGING,36.8,84.8,4.6,Mostly cloudy w showers,37.4
3610,29,187.43,3,4.8,595939,2023-08-06,SK8282,1,CLEANSERS,20.3,72.5,10.4,Clear,22.4
1287,29,56.83,3,2.5,159569,2023-10-24,SK3419,3,EXFOLIANTS,26.1,33.1,4.9,Mostly cloudy with storms,23.2
4120,25,145.33,1,2.8,722113,2023-12-29,SK2836,6,EYECARE,3.2,29.7,19.7,Clear,2.9
3914,23,145.98,2,2.2,142062,2023-04-16,SK4690,3,EXFOLIANTS,-1.8,43.4,28.6,Thunderstorms,0.5
1126,61,104.42,2,2.8,549308,2023-11-08,SK2984,2,TONERS,19.2,65.5,9.5,Mostly clear,16.7
2524,51,11.18,5,2.2,461229,2023-02-04,SK5866,2,TONERS,2.8,39.2,23.3,Mostly sunny,3.5
4619,52,141.49,5,4.1,801443,2023-08-12,SK3935,1,CLEANSERS,22.4,35.0,7.4,Rain,23.4
2333,52,138.57,3,4.2,512691,2023-01-13,SK1935,9,ANTIAGING,-9.4,27.3,16.8,Mostly sunny,-12.0
4342,54,192.59,3,2.2,554891,2023-12-12,SK2157,8,SUNSCREENS,32.5,69.6,7.0,Cloudy,30.2
3994,22,110.44,2,2.9,383511,2023-09-01,SK6011,9,ANTIAGING,0.7,52.8,25.0,Mostly sunny,0.3
1721,45,5.27,4,3.4,863917,2023-01-24,SK7263,1,CLEANSERS,3.5,78.4,16.2,Partly sunny with showers,2.9
4525,35,28.51,1,3.8,661503,2023-01-28,SK9899,8,SUNSCREENS,19.2,43.9,15.7,Partly cloudy,22.0
1765,55,114.49,1,1.2,461769,2023-03-31,SK4075,3,EXFOLIANTS,1.7,17.6,10.2,Sunny,3.9
3073,62,194.4,2,1.6,192459,2023-09-02,SK7924,9,ANTIAGING,-6.1,37.4,23.2,Mostly cloudy w showers,-4.0
3171,20,167.03,5,2.8,346572,2023-11-21,SK7879,7,MASKS,12.2,14.5,1.1,Intermittent clouds,13.3
3169,29,15.16,1,2.4,751040,2023-06-15,SK2557,1,CLEANSERS,-7.1,63.0,10.4,Intermittent clouds,-5.6
4805,50,20.33,5,1.9,713418,2023-06-21,SK6503,3,EXFOLIANTS,-6.7,20.5,23.9,Mostly sunny,-5.4
3111,42,122.91,5,4.4,223699,2023-05-09,SK8205,2,TONERS,21.6,24.7,7.9,Mostly clear,22.3
3287,63,41.01,4,1.2,919227,2023-10-11,SK9501,9,ANTIAGING,2.3,70.2,27.5,Mostly cloudy w showers,1.5
1040,24,43.94,4,2.2,807954,2023-05-03,SK4615,4,MOISTURIZERS,27.4,88.8,1.3,Mostly clear,28.5
2574,25,80.89,1,3.5,527189,2023-12-14,SK9060,7,MASKS,15.3,75.7,24.5,Cloudy,14.1
1712,27,54.05,2,3.6,599040,2023-01-11,SK1321,8,SUNSCREENS,22.2,41.3,4.5,Mostly cloudy with storms,20.0
3770,65,104.7,5,4.0,146965,2023-10-13,SK8788,3,EXFOLIANTS,5.8,44.5,22.2,Rain,7.7
1432,20,7.71,5,4.5,520439,2023-04-26,SK7983,9,ANTIAGING,36.2,47.9,23.1,Partly sunny,36.1
1308,38,117.9,4,2.4,219803,2023-12-28,SK7768,3,EXFOLIANTS,30.7,55.8,3.1,Mostly sunny,30.4
2299,22,127.11,2,3.5,990675,2023-08-04,SK2448,9,ANTIAGING,9.4,21.7,2.4,Mostly clear,7.6
4147,34,164.14,3,4.2,625974,2023-11-13,SK9865,5,SERUMS,-5.1,63.3,0.5,Partly sunny with showers,-4.2
3186,56,95.13,5,3.2,233486,2023-12-18,SK3777,1,CLEANSERS,4.3,19.7,27.1,Partly sunny,2.6
4760,40,73.92,1,3.2,896691,2023-12-26,SK5757,1,CLEANSERS,3.9,39.4,13.2,Intermittent clouds,3.6
1734,47,104.19,5,2.3,215812,2023-12-07,SK8351,5,SERUMS,21.7,35.6,9.7,Mostly cloudy w showers,18.8
2941,40,7.99,2,4.2,896737,2023-02-11,SK7245,5,SERUMS,23.7,88.9,10.4,Partly sunny with showers,21.7
1753,36,169.33,1,2.3,706578,2023-12-01,SK6899,2,TONERS,15.9,40.7,16.1,Showers,17.9
1567,18,164.22,5,4.3,248133,2023-02-07,SK4942,3,EXFOLIANTS,-5.5,34.1,13.5,Intermittent clouds,-3.8
2407,20,72.95,1,1.4,355722,2023-02-21,SK8479,3,EXFOLIANTS,-9.4,64.8,25.5,Mostly cloudy with storms,-11.7
2760,21,138.97,5,4.9,760811,2023-04-13,SK1478,2,TONERS,-0.5,60.8,10.0,Partly sunny,0.9
4868,33,50.25,4,1.4,387360,2023-11-16,SK7178,1,CLEANSERS,14.9,62.0,20.8,Partly sunny,14.5
4497,35,138.03,3,2.3,914044,2023-12-14,SK5810,1,CLEANSERS,26.6,28.4,26.4,Mostly clear,27.6
4564,28,42.38,1,4.8,639203,2023-08-15,SK2139,2,TONERS,11.4,12.7,20.7,Intermittent clouds,9.9
4133,39,180.91,4,4.3,137570,2023-12-01,SK5800,7,MASKS,-2.9,55.5,27.6,Mostly cloudy w showers,-0.2
3549,45,40.27,5,4.6,863603,2023-01-31,SK8039,6,EYECARE,1.3,40.5,27.3,Partly sunny with showers,3.2
4825,22,7.6,4,4.2,579502,2023-07-31,SK9142,1,CLEANSERS,1.8,50.3,13.7,Mostly clear,-0.6
1281,47,131.55,1,1.1,174334,2023-12-17,SK4510,2,TONERS,28.9,44.7,6.2,Partly sunny with showers,26.9
4972,32,191.57,5,3.0,356273,2023-01-10,SK3489,6,EYECARE,7.0,25.1,14.7,Thunderstorms,6.7
3779,49,20.36,3,4.4,436993,2023-02-14,SK5620,9,ANTIAGING,15.1,71.6,26.0,Showers,12.9
4748,55,41.83,2,3.4,884677,2023-06-14,SK4982,1,CLEANSERS,31.5,70.8,0.7,Partly sunny,30.3
4763,41,91.41,4,4.0,779071,2023-07-12,SK3554,3,EXFOLIANTS,33.9,15.3,11.2,Sunny,33.2
1990,20,81.63,1,1.6,442072,2023-12-26,SK3774,1,CLEANSERS,14.9,60.1,4.1,Thunderstorms,14.4
1829,20,88.62,4,1.1,341115,2023-01-10,SK6275,9,ANTIAGING,-2.9,33.0,12.2,Partly cloudy,-4.2
4683,63,140.39,4,3.2,812284,2023-11-07,SK9375,6,EYECARE,14.6,43.7,9.2,Mostly clear,12.9
3200,65,142.27,1,1.5,272916,2023-12-27,SK1977,6,EYECARE,-3.5,12.7,3.6,Mostly cloudy with storms,-4.9
2282,60,159.75,2,3.4,482462,2023-06-10,SK2070,3,EXFOLIANTS,38.7,69.9,2.7,Partly cloudy,37.3
1971,56,89.32,1,4.3,391948,2023-07-08,SK8596,3,EXFOLIANTS,19.1,29.3,0.0,Mostly cloudy with storms,19.1
3362,51,55.3,2,2.0,443060,2023-06-05,SK4946,5,SERUMS,10.1,12.8,17.2,Sunny,10.0
1324,29,159.67,5,1.2,417396,2023-06-09,SK8314,8,SUNSCREENS,17.0,88.2,0.4,Partly sunny with showers,14.4
1536,39,66.5,2,3.0,647520,2023-04-02,SK7958,3,EXFOLIANTS,33.2,28.1,23.9,Cloudy,35.6
3479,53,50.44,1,3.6,960883,2023-08-21,SK9365,1,CLEANSERS,17.3,88.7,18.8,Mostly cloudy w showers,14.4
1256,41,59.88,4,4.3,156617,2023-09-21,SK5752,4,MOISTURIZERS,7.3,43.1,18.2,Intermittent clouds,4.6
3685,34,110.83,3,2.3,247324,2023-04-16,SK7381,4,MOISTURIZERS,33.0,83.1,18.4,Mostly sunny,35.1
4664,35,194.41,4,1.4,207523,2023-09-22,SK5794,1,CLEANSERS,37.9,53.2,26.9,Intermittent clouds,35.0
3205,57,169.36,4,1.6,295657,2023-08-21,SK8283,9,ANTIAGING,32.6,79.1,4.0,Partly sunny,32.4
4286,46,77.05,1,4.5,971653,2023-04-02,SK2739,2,TONERS,-1.0,37.5,14.9,Mostly clear,-2.2
2728,45,71.48,3,4.3,896924,2023-03-01,SK2999,2,TONERS,34.5,81.3,10.7,Rain,32.8
3425,36,115.05,1,4.6,577134,2023-10-26,SK3841,2,TONERS,25.4,42.8,13.3,Intermittent clouds,25.7
3678,47,21.77,1,4.2,726072,2023-09-30,SK6190,6,EYECARE,12.9,79.4,6.3,Mostly sunny,15.0
3485,47,61.97,3,3.5,129118,2023-11-12,SK2051,1,CLEANSERS,1.7,20.0,20.1,Partly cloudy,1.4
4053,46,33.61,4,4.9,439021,2023-02-08,SK1479,8,SUNSCREENS,24.0,67.6,22.9,Cloudy,24.9
4989,58,119.18,2,1.9,351587,2023-08-09,SK6701,2,TONERS,16.2,76.3,11.5,Intermittent clouds,18.8
4686,19,17.0,1,2.2,452323,2023-11-19,SK5072,4,MOISTURIZERS,-7.5,59.1,2.1,Mostly cloudy with storms,-8.7
3770,31,6.33,5,3.9,323786,2023-01-06,SK4785,7,MASKS,6.1,14.3,19.2,Intermittent clouds,6.4
3916,44,26.57,2,4.6,836986,2023-10-22,SK8806,5,SERUMS,6.6,41.9,0.9,Mostly sunny,9.1
1970,59,79.32,5,1.5,597750,2023-10-06,SK8331,8,SUNSCREENS,-9.2,10.0,16.0,Partly sunny with showers,-10.4
2852,44,164.72,2,2.1,327498,2023-04-02,SK8414,1,CLEANSERS,15.0,20.4,11.1,Rain,17.6
2930,40,69.96,1,2.7,656204,2023-11-02,SK7030,9,ANTIAGING,30.9,16.6,25.1,Cloudy,31.5
2940,52,101.4,4,3.6,800622,2023-06-25,SK7530,7,MASKS,11.9,15.0,0.4,Mostly cloudy with storms,14.2
2758,53,170.53,2,1.6,904889,2023-01-11,SK5454,6,EYECARE,39.3,46.6,22.2,Rain,37.2
2895,34,51.31,2,4.4,369152,2023-01-16,SK2507,5,SERUMS,-6.3,14.3,26.1,Sunny,-4.4
4185,50,122.69,3,1.7,528393,2023-04-08,SK9428,4,MOISTURIZERS,30.8,17.1,24.4,Rain,28.6
4126,49,185.21,3,1.7,198130,2023-04-29,SK7633,6,EYECARE,29.9,30.1,25.4,Thunderstorms,32.7
3483,35,102.79,3,2.7,418068,2023-04-06,SK1889,3,EXFOLIANTS,34.5,80.0,29.6,Mostly cloudy with storms,34.1
4379,42,45.55,1,1.3,167236,2024-01-01,SK4977,1,CLEANSERS,15.9,69.7,1.7,Clear,17.8
4624,18,22.33,2,4.0,167466,2023-03-17,SK4865,9,ANTIAGING,7.5,47.4,15.3,Mostly cloudy w showers,8.1
2562,52,74.13,4,4.4,798128,2023-12-23,SK9457,3,EXFOLIANTS,29.4,30.3,0.4,Intermittent clouds,31.2
1160,60,190.3,5,1.8,733156,2023-02-05,SK2391,3,EXFOLIANTS,26.2,67.7,15.5,Partly sunny,24.1
3064,46,179.63,3,4.8,710066,2023-04-12,SK5591,5,SERUMS,35.2,48.4,27.4,Mostly cloudy w showers,33.3
